mga,department,readiness,se.readiness,factype,process_quality,se.process_quality,year,recode,country,logit_readiness,var_logit_readiness,logit_process_quality,var_logit_process_quality
private,bounkiling,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,goudiry,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,malem hodar,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,nioro du rip,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,ranerou,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,bakel,0.728268394,0.022734412,clinic,0.496172546,0.031129339,2015,6,Senegal,0.985854818,0.013197881,-0.015310115,0.015506389
ALL,bakel,0.632042485,0.100823799,health center,0.474891099,0.124117645,2015,6,Senegal,0.54098913,0.187948219,-0.100520159,0.247730929
ALL,bambey,0.735668903,0.026841989,clinic,0.280172298,0.022002515,2015,6,Senegal,1.023577683,0.019053207,-0.943607118,0.011902472
ALL,bambey,0.62962963,0,health center,0.350793651,0.039193816,2015,6,Senegal,0.530628251,NA,-0.615552455,0.029618709
ALL,bignona,0.759844604,0.018559165,clinic,0.464933127,0.020941297,2015,6,Senegal,1.151827747,0.010343859,-0.140498154,0.007086145
ALL,bignona,0.740740741,7.17E-17,health center,0.508265188,0.029391159,2015,6,Senegal,1.049822124,NA,0.033063764,0.013829
ALL,birkelane,0.687845642,0.016788906,clinic,0.396456806,0.029678523,2015,6,Senegal,0.79006665,0.00611398,-0.420250512,0.015384242
ALL,birkelane,0.533016594,0.130742408,health center,0.146520147,0.059146136,2015,6,Senegal,0.132258835,0.275898032,-1.762158999,0.223702851
ALL,bounkiling,0.733857587,0.015014864,clinic,0.560645142,0.023244112,2015,6,Senegal,1.014283434,0.005910048,0.24378074,0.008904693
ALL,bounkiling,0.574037429,0.015120248,health center,0.423152813,0.017790826,2015,6,Senegal,0.298343121,0.003823794,-0.309844018,0.005312222
ALL,dagana,0.691329522,0.026662238,clinic,0.43917083,0.036724612,2015,6,Senegal,0.806342295,0.015611075,-0.244527877,0.022232396
ALL,dagana,0.851851852,0,health center,0.367272899,0.041501121,2015,6,Senegal,1.749199855,NA,-0.543934044,0.031894002
ALL,dakar,0.549801024,0.027650748,clinic,0.398860489,0.016457068,2015,6,Senegal,0.199866785,0.012479399,-0.410215333,0.004710992
ALL,dakar,0.748789776,0.022904196,health center,0.407009813,0.020155834,2015,6,Senegal,1.092168135,0.014826399,-0.376340557,0.006974238
ALL,dakar,0.602638478,0.027873613,hospital,0.45773651,0.02643882,2015,6,Senegal,0.416470979,0.013548811,-0.169458314,0.011345726
ALL,diourbel,0.613682166,0.043967785,clinic,0.350949501,0.028625759,2015,6,Senegal,0.462816714,0.034394789,-0.614868182,0.015793115
ALL,diourbel,0.706566103,0.128744406,hospital,0.356402697,0.047992513,2015,6,Senegal,0.878764371,0.385594274,-0.591011962,0.043776051
ALL,fatick,0.763998135,0.025439037,clinic,0.591776734,0.01830745,2015,6,Senegal,1.174725642,0.019906085,0.371315179,0.005743074
ALL,fatick,0.753314665,0.07972001,health center,0.587562084,0.047252118,2015,6,Senegal,1.116369447,0.184032779,0.353896229,0.038020503
ALL,fatick,0.888815573,0.026189037,hospital,0.633333333,0.047974861,2015,6,Senegal,2.078699429,0.070230835,0.546543706,0.042679557
ALL,foundiougne,0.747748654,0.024880651,clinic,0.53878642,0.018716802,2015,6,Senegal,1.086640901,0.017399838,0.155458007,0.00567317
ALL,foundiougne,0.796332954,0.014344327,health center,0.543985828,0.042382145,2015,6,Senegal,1.363530852,0.007822209,0.176399307,0.029189995
ALL,gossas,0.70926124,0.041970559,clinic,0.417709915,0.030358157,2015,6,Senegal,0.89179879,0.041425826,-0.332181543,0.015578385
ALL,gossas,0.777777778,0,health center,0.637362637,0.005001423,2015,6,Senegal,1.252762968,NA,0.563935449,4.68E-04
ALL,goudiry,0.718583065,0.034659961,clinic,0.533388787,0.036311,2015,6,Senegal,0.937443984,0.029376613,0.133754201,0.021285229
ALL,goudiry,0.799001654,0.022573497,health center,0.467903678,0.048756545,2015,6,Senegal,1.380066337,0.019756834,-0.128562069,0.038350622
ALL,goudomp,0.746821493,0.04639442,clinic,0.533600148,0.019010992,2015,6,Senegal,1.081731391,0.060206615,0.134603454,0.005835269
ALL,goudomp,0.777777778,0,health center,0.382417582,0.023948667,2015,6,Senegal,1.252762968,NA,-0.47929937,0.010282463
ALL,guediawaye,0.718574566,0.060808752,clinic,0.519613422,0.029259019,2015,6,Senegal,0.937401954,0.090419438,0.078493965,0.013739695
ALL,guediawaye,0.722332197,0.039283556,health center,0.390516627,0.03825732,2015,6,Senegal,0.956059692,0.03836159,-0.445141122,0.025836061
ALL,guediawaye,0.66426622,0.104729058,hospital,0.431868132,0.048276044,2015,6,Senegal,0.682364479,0.220526089,-0.274233263,0.038713526
ALL,guinguineo,0.666715574,0.028430571,clinic,0.402995264,0.044632232,2015,6,Senegal,0.69336727,0.016370424,-0.393000237,0.034414525
ALL,guinguineo,0.740740741,0,health center,NA,NA,2015,6,Senegal,1.049822124,NA,NA,NA
ALL,kaffrine,0.703208581,0.018558216,clinic,0.402874288,0.025419475,2015,6,Senegal,0.862623952,0.007906812,-0.393503093,0.011165097
ALL,kaffrine,0.888742256,0.074073784,hospital,0.366170416,0.019891012,2015,6,Senegal,2.077957744,0.56119902,-0.548681282,0.007345176
ALL,kanel,0.693079817,0.027278224,clinic,0.293580599,0.017383454,2015,6,Senegal,0.814557443,0.016444277,-0.878056898,0.007025742
ALL,kanel,0.851851852,0,health center,0.326373626,0.03986951,2015,6,Senegal,1.749199855,NA,-0.724632797,0.032886187
ALL,kaolack,0.635225207,0.021011152,clinic,0.399083841,0.017440232,2015,6,Senegal,0.554699433,0.008222325,-0.4092839,0.005288695
ALL,kaolack,0.71301795,0.067832715,health center,0.347946103,0.040128151,2015,6,Senegal,0.910086926,0.109892489,-0.628079629,0.031282925
ALL,kaolack,0.547209206,0.044409776,hospital,0.460616899,0.070252702,2015,6,Senegal,0.189400995,0.032125893,-0.157859407,0.07995611
ALL,kebemer,0.770452477,0.031307998,clinic,0.495448329,0.041385058,2015,6,Senegal,1.210867897,0.031338171,-0.018207185,0.02740811
ALL,kebemer,0.812793398,0.030709816,health center,0.447230468,0.030479594,2015,6,Senegal,1.468264124,0.040733503,-0.211867107,0.015200833
ALL,kedougou,0.70319545,0.023643043,clinic,0.362738018,0.0297559,2015,6,Senegal,0.862561037,0.012832567,-0.563499987,0.016570057
ALL,kedougou,0.757658243,0.063627282,health center,0.313738899,0.053385215,2015,6,Senegal,1.13988347,0.120083555,-0.782697062,0.061478956
ALL,kedougou,0.68529516,0.039283556,hospital,0.337296136,0.046237707,2015,6,Senegal,0.77821445,0.033178704,-0.675366945,0.042788871
ALL,kolda,0.641429713,0.039134397,clinic,0.403266136,0.020070358,2015,6,Senegal,0.581574912,0.028951465,-0.391874496,0.006956093
ALL,kolda,0.661825181,0.148733197,health center,0.259382122,0.042435732,2015,6,Senegal,0.671438464,0.441617951,-1.049182458,0.048797204
ALL,kolda,0.666226769,0.157134225,hospital,0.378194519,0.053628895,2015,6,Senegal,0.691168294,0.499337762,-0.497218648,0.052006561
ALL,koumpentoum,0.719264499,0.03297098,clinic,0.457890783,0.035489435,2015,6,Senegal,0.940816212,0.026661942,-0.168836798,0.020440937
ALL,koumpentoum,0.740740741,0,health center,0.448076923,0.056579114,2015,6,Senegal,1.049822124,NA,-0.208443762,0.052341966
ALL,koungheul,0.683624203,0.026479672,clinic,0.371385518,0.022941856,2015,6,Senegal,0.770477619,0.014989386,-0.526277505,0.009656915
ALL,koungheul,0.814814815,1.11E-16,health center,0.342857143,0.026706537,2015,6,Senegal,1.481604541,NA,-0.650587566,0.014050416
ALL,linguere,0.833333333,0.013311024,clinic,0.535653236,0.060297002,2015,6,Senegal,1.609437912,0.009185185,0.142855393,0.058767758
ALL,linguere,0.740740741,0,health center,0.461538462,0,2015,6,Senegal,1.049822124,NA,-0.15415068,NA
ALL,linguere,0.777777778,0,hospital,0.623589744,0.063420416,2015,6,Senegal,1.252762968,NA,0.504813034,0.073002435
ALL,louga,0.731007697,0.01922293,clinic,0.512565735,0.028918306,2015,6,Senegal,0.999741223,0.009556868,0.050273526,0.013397213
ALL,louga,0.749341185,0.050168067,health center,0.487310785,0.031352734,2015,6,Senegal,1.095101688,0.071339419,-0.050767759,0.015748182
ALL,louga,0.851851852,0,hospital,0.313186813,0.085686104,2015,6,Senegal,1.749199855,NA,-0.785262469,0.158685268
ALL,malem hodar,0.666783983,0.035376224,clinic,0.405221753,0.030517378,2015,6,Senegal,0.693675151,0.025351338,-0.383754186,0.016032409
ALL,malem hodar,0.777777778,1.11E-16,health center,0.34,0.035784693,2015,6,Senegal,1.252762968,NA,-0.663294217,0.025430147
ALL,matam,0.715041617,0.021028752,clinic,0.345284303,0.016921571,2015,6,Senegal,0.919997602,0.010651272,-0.639832946,0.00560302
ALL,matam,0.814814815,6.41E-17,health center,0.372267086,0.04039494,2015,6,Senegal,1.481604541,NA,-0.522503211,0.029880981
ALL,matam,0.796186322,0.055555338,hospital,0.311525583,0.046722656,2015,6,Senegal,1.362626998,0.117207529,-0.792996694,0.047456095
ALL,mbacke,0.696731242,0.018231887,clinic,0.381430255,0.014772485,2015,6,Senegal,0.83178034,0.007445216,-0.483481936,0.003920121
ALL,mbacke,0.756558903,0.031399674,health center,0.374149414,0.030318381,2015,6,Senegal,1.13390538,0.029065446,-0.514456442,0.016764112
ALL,mbacke,0.833333333,0.015120307,hospital,0.345604396,0.050088742,2015,6,Senegal,1.609437912,0.011851852,-0.638417313,0.049050223
ALL,mbour,0.682750012,0.027071691,clinic,0.348766038,0.022574886,2015,6,Senegal,0.766438708,0.01562083,-0.624467648,0.009878902
ALL,mbour,0.704647896,0.073592667,health center,0.370608788,0.030537781,2015,6,Senegal,0.869530024,0.12503875,-0.529605997,0.017139659
ALL,mbour,0.546274368,0.060632986,hospital,0.359569592,0.03469091,2015,6,Senegal,0.185628676,0.059842488,-0.577232725,0.02269455
ALL,medina yoroufoula,0.645747453,0.028474756,clinic,0.402135058,0.063843127,2015,6,Senegal,0.600398418,0.015494183,-0.396576883,0.07051447
ALL,medina yoroufoula,0.851851852,0,health center,0.41047619,0.022301446,2015,6,Senegal,1.749199855,NA,-0.361997183,0.008493514
ALL,nioro du rip,0.677251668,0.019714106,clinic,0.458417857,0.039572182,2015,6,Senegal,0.741170081,0.008134409,-0.166713631,0.02540553
ALL,nioro du rip,0.851851852,0,health center,0.35010989,0.021525051,2015,6,Senegal,1.749199855,NA,-0.61855621,0.008949521
ALL,oussouye,0.788913153,0.010466419,clinic,0.585928853,0.025993968,2015,6,Senegal,1.318386595,0.003950167,0.347160561,0.011479037
ALL,oussouye,0.62967483,0.096583074,health center,0.468805344,0.056677326,2015,6,Senegal,0.530822085,0.171554817,-0.124940899,0.051799576
ALL,pikine,0.686792897,0.026800618,clinic,0.543290079,0.018408367,2015,6,Senegal,0.785168146,0.015522971,0.173594951,0.005504097
ALL,pikine,0.777777778,0.028029106,health center,0.479835584,0.0422092,2015,6,Senegal,1.252762968,0.026298591,-0.080701435,0.028598817
ALL,pikine,0.624615043,0.103052808,hospital,0.514822356,0.088289738,2015,6,Senegal,0.509183479,0.193170609,0.059306803,0.124940748
ALL,podor,0.701870169,0.015110046,clinic,0.345185019,0.017408728,2015,6,Senegal,0.856219375,0.005214434,-0.640272165,0.005931889
ALL,podor,0.829594459,0.014043393,health center,0.334926233,0.043293424,2015,6,Senegal,1.582755848,0.00986836,-0.685987657,0.037775125
ALL,podor,0.666666667,0,hospital,0.153846154,0,2015,6,Senegal,0.693147181,NA,-1.704748092,NA
ALL,ranerou,0.711070056,0.028949471,clinic,0.393711509,0.04883799,2015,6,Senegal,0.900586705,0.019855068,-0.431737499,0.041860141
ALL,ranerou,0.740740741,0,health center,0.481538462,0.048475085,2015,6,Senegal,1.049822124,NA,-0.07387974,0.037700066
ALL,rufisque,0.751947122,0.024346089,clinic,0.455861387,0.021198021,2015,6,Senegal,1.109024062,0.017037084,-0.177015231,0.007303078
ALL,rufisque,0.851778536,0.026835778,health center,0.467437502,0.05280794,2015,6,Senegal,1.748619022,0.045180683,-0.130434604,0.04499976
ALL,rufisque,0.693468289,0.045996349,hospital,0.457139616,0.044592823,2015,6,Senegal,0.816384302,0.046821217,-0.171863318,0.032289098
ALL,saint louis,0.64350111,0.029576249,clinic,0.3358221,0.025234251,2015,6,Senegal,0.590592625,0.016621539,-0.681968478,0.012799513
ALL,saint louis,0.925925926,0,health center,0.386300366,0.039260212,2015,6,Senegal,2.525728644,NA,-0.462890395,0.02742479
ALL,saint louis,0.789862605,0.093239584,hospital,0.501978022,0.038794639,2015,6,Senegal,1.324097432,0.315566478,0.007912129,0.024081138
ALL,salemata,0.717592391,0.015213513,clinic,0.419812115,0.025589217,2015,6,Senegal,0.932550259,0.005635735,-0.323544724,0.011037399
ALL,salemata,0.703703704,1.11E-16,health center,0.69047619,0.017746571,2015,6,Senegal,0.864997437,NA,0.802346473,0.006895145
ALL,saraya,0.667509784,0.041373316,clinic,0.436069359,0.048645267,2015,6,Senegal,0.696943614,0.034751027,-0.257129957,0.039130794
ALL,saraya,0.703703704,0,health center,0.723809524,0.007098628,2015,6,Senegal,0.864997437,NA,0.96343751,0.001260907
ALL,sedhiou,0.780133801,0.026714289,clinic,0.534665864,0.016451604,2015,6,Senegal,1.266446267,0.024256722,0.13888628,0.004372419
ALL,sedhiou,0.851851852,0,health center,0.472307692,0.01794139,2015,6,Senegal,1.749199855,NA,-0.1108827,0.005182038
ALL,sedhiou,0.814888131,0.037036892,hospital,0.480630451,0.047126557,2015,6,Senegal,1.482090502,0.060284346,-0.077516988,0.035641494
ALL,tambacounda,0.67369072,0.031773559,clinic,0.447661506,0.027943158,2015,6,Senegal,0.724925491,0.020890641,-0.210123693,0.012771469
ALL,tambacounda,0.854689083,0.036044088,health center,0.422876788,0.036110983,2015,6,Senegal,1.771862054,0.084227765,-0.310974926,0.021893432
ALL,tambacounda,0.833296675,0.018518446,hospital,0.524659594,0.088295613,2015,6,Senegal,1.609173997,0.017771384,0.098718468,0.125346887
ALL,thies,0.638853831,0.030544652,clinic,0.387454009,0.020245038,2015,6,Senegal,0.570392907,0.017526748,-0.458026871,0.007276449
ALL,thies,0.651307187,0.059200679,health center,0.469670698,0.032023995,2015,6,Senegal,0.624790058,0.067950968,-0.121466332,0.01653
ALL,thies,0.653861176,0.065672351,hospital,0.498707887,0.02317789,2015,6,Senegal,0.636055139,0.084196375,-0.005168464,0.008595548
ALL,tivaoune,0.739907105,0.02667641,clinic,0.473277336,0.020118505,2015,6,Senegal,1.045485791,0.019215134,-0.106992606,0.006513224
ALL,tivaoune,0.687206602,0.013513871,health center,0.486095169,0.03197023,2015,6,Senegal,0.787092076,0.00395248,-0.055633669,0.016378854
ALL,tivaoune,0.851851852,0,hospital,0.515384615,0.077153725,2015,6,Senegal,1.749199855,NA,0.061557893,0.095423754
ALL,velingara,0.656914886,0.048050642,clinic,0.397552577,0.030726529,2015,6,Senegal,0.649575897,0.045454453,-0.415673204,0.016458853
ALL,velingara,0.571654832,0.141610121,health center,0.388571429,0.023026817,2015,6,Senegal,0.288606031,0.334451452,-0.453321129,0.009393656
ALL,ziguinchor,0.678495332,0.033994515,clinic,0.529660439,0.027222296,2015,6,Senegal,0.746865536,0.024285631,0.118781216,0.011940745
ALL,ziguinchor,0.709170186,0.054472144,health center,0.695821764,0.057051222,2015,6,Senegal,0.891357271,0.069754166,0.827479711,0.072657025
ALL,ziguinchor,0.796259638,0.018518446,hospital,0.693996036,0.051216273,2015,6,Senegal,1.363078864,0.013030033,0.818868195,0.058163142
ALL,bambey,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,foundiougne,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,birkelane,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,koungheul,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,guinguineo,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,saraya,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,medina yoroufoula,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,velingara,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,kebemer,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,kanel,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,dagana,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,bounkiling,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,goudomp,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,bakel,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,goudiry,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,koumpentoum,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,bignona,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,oussouye,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,gossas,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,malem hodar,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,nioro du rip,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,salemata,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,ranerou,NA,NA,hospital,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,diourbel,NA,NA,health center,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,kaffrine,NA,NA,health center,NA,NA,2015,6,Senegal,NA,NA,NA,NA
ALL,ALL,0.70276555,0.006564611,ALL,0.344541116,0.029787751,2017,7,Senegal,0.860502117,9.88E-04,-0.643122142,0.017398124
private,ALL,0.495839908,0.023647736,ALL,0.347861539,0.029787751,2017,7,Senegal,-0.016640754,0.008948686,-0.62845238,0.017241815
public,ALL,0.765155432,0.004692812,ALL,0.344144331,0.003955885,2017,7,Senegal,1.181155111,6.82E-04,-0.644879611,3.07E-04
ALL,ALL,0.698843058,0.007319235,clinic,0.338839597,0.005512485,2017,7,Senegal,0.841794662,0.001209445,-0.668469648,6.05E-04
ALL,ALL,0.750344769,0.01363933,health center,0.376932853,0.009122556,2017,7,Senegal,1.100451905,0.005301308,-0.502587229,0.001508813
ALL,ALL,0.683394849,0.021653522,hospital,0.351107755,0.013660699,2017,7,Senegal,0.769417385,0.010015618,-0.614173499,0.003595173
ALL,bakel,0.733816313,0.017620136,ALL,0.274689876,0.06881083,2017,7,Senegal,1.01407212,0.008137311,-0.970956581,0.11928362
ALL,bambey,0.874074074,0.017354354,ALL,0.313500785,0.017601501,2017,7,Senegal,1.93747128,0.02485937,-0.783803218,0.006688705
ALL,bignona,0.780078214,0.017504212,ALL,0.325584168,0.014527003,2017,7,Senegal,1.266122223,0.010410517,-0.728225874,0.004376934
ALL,birkelane,0.722222222,0.067620069,ALL,0.367032967,0.094013759,2017,7,Senegal,0.955511445,0.113609467,-0.544966668,0.16376101
ALL,bounkiling,0.846756805,0.012523001,ALL,0.224450549,0.015389814,2017,7,Senegal,1.709387359,0.009314017,-1.239916333,0.007816394
ALL,dagana,0.666666667,0.016853053,ALL,0.342417064,0.021742679,2017,7,Senegal,0.693147181,0.005751515,-0.652541413,0.009324257
ALL,dakar,0.464713051,0.041128188,ALL,0.405051585,0.017945751,2017,7,Senegal,-0.141382834,0.027336071,-0.384460273,0.005545542
ALL,diourbel,0.825537541,0.012900767,ALL,0.315716798,0.0162393,2017,7,Senegal,1.554325158,0.008023307,-0.773526265,0.005650247
ALL,fatick,0.862897376,0.012647432,ALL,0.299070127,0.013431654,2017,7,Senegal,1.839566044,0.011428648,-0.851729759,0.004105479
ALL,foundiougne,0.798497911,0.038428924,ALL,0.301468267,0.014130029,2017,7,Senegal,1.376932604,0.057043975,-0.840315847,0.00450226
ALL,gossas,0.87037037,0.013453392,ALL,0.273626374,0.029765242,2017,7,Senegal,1.904237453,0.014218272,-0.976300943,0.022427599
ALL,goudiry,0.709270092,0.039437399,ALL,0.458375164,0.04868414,2017,7,Senegal,0.891841717,0.036577483,-0.166885592,0.038453485
ALL,goudomp,0.851851852,0.011269821,ALL,0.303124744,0.020534347,2017,7,Senegal,1.749199855,0.007974684,-0.832462003,0.009449502
ALL,guediawaye,0.58960799,0.13405561,ALL,0.406219632,0.036742496,2017,7,Senegal,0.362345069,0.306934333,-0.379615522,0.023204052
ALL,guinguineo,0.740740741,0.03599353,ALL,0.543537415,0.053630128,2017,7,Senegal,1.049822124,0.035127551,0.174591809,0.046724903
ALL,kaffrine,0.72599148,0.0187994,ALL,0.368892097,0.02634924,2017,7,Senegal,0.974379077,0.008930932,-0.53697267,0.012809444
ALL,kanel,0.685185185,0.02127168,ALL,0.194885362,0.018618506,2017,7,Senegal,0.777704569,0.009724725,-1.418573179,0.014080426
ALL,kaolack,0.640869403,0.024922288,ALL,0.431121007,0.018441572,2017,7,Senegal,0.579139595,0.011725515,-0.277278938,0.005654025
ALL,kebemer,0.692743766,0.031091226,ALL,0.381204491,0.021094624,2017,7,Senegal,0.812978147,0.021336788,-0.48443891,0.007997113
ALL,kedougou,0.703703704,0.02990272,ALL,0.473093573,0.022953568,2017,7,Senegal,0.864997437,0.020567867,-0.107729777,0.008478896
ALL,kolda,0.646251505,0.032697362,ALL,0.446586521,0.028237823,2017,7,Senegal,0.602602562,0.020456583,-0.214472266,0.013054244
ALL,koumpentoum,0.737608251,0.035046288,ALL,0.355890338,0.024979709,2017,7,Senegal,1.033574245,0.032789302,-0.59324635,0.011874702
ALL,koungheul,0.814814815,0.019125844,ALL,0.361269841,0.014224206,2017,7,Senegal,1.481604541,0.016066116,-0.569856917,0.003799774
ALL,linguere,0.678294577,0.022557386,ALL,0.421089034,0.030453546,2017,7,Senegal,0.74594538,0.01068622,-0.3183044,0.015606457
ALL,louga,0.661740846,0.025796538,ALL,0.417494229,0.020237012,2017,7,Senegal,0.671061678,0.013281522,-0.33306837,0.006924547
ALL,malem hodar,0.782010579,0.021149791,ALL,0.507606407,0.034037151,2017,7,Senegal,1.277421732,0.015392744,0.030427975,0.018545025
ALL,matam,0.752577334,0.017311693,ALL,0.321600339,0.026454073,2017,7,Senegal,1.11240569,0.008643664,-0.746426993,0.01470215
ALL,mbacke,0.815380007,0.039218043,ALL,0.316479811,0.010182653,2017,7,Senegal,1.485354649,0.067872565,-0.769996741,0.002215783
ALL,mbour,0.707459087,0.033469701,ALL,0.394584119,0.051375598,2017,7,Senegal,0.883075271,0.026153378,-0.428083281,0.04625162
ALL,medina yoroufoula,0.796296296,0.013588878,ALL,0.5,0.071713717,2017,7,Senegal,1.363304843,0.007018106,0,0.082285714
ALL,nioro du rip,0.715309774,0.02297314,ALL,0.394541811,0.027418689,2017,7,Senegal,0.921314034,0.012726451,-0.428260391,0.013174647
ALL,oussouye,0.863219655,0.02629335,ALL,0.267409109,0.024599064,2017,7,Senegal,1.842292865,0.049590881,-1.007807685,0.01576746
ALL,pikine,0.635579037,0.058876752,ALL,0.336372937,0.028573687,2017,7,Senegal,0.556226763,0.064616265,-0.679499865,0.016384844
ALL,podor,0.722895623,0.016592599,ALL,0.278774145,0.022974069,2017,7,Senegal,0.958870597,0.006861055,-0.950550403,0.013056545
ALL,ranerou,0.739343126,0.020342947,ALL,0.277683183,0.044416481,2017,7,Senegal,1.04255724,0.011142876,-0.955983014,0.049038106
ALL,rufisque,0.814898425,0.044267746,ALL,0.28154144,0.017038799,2017,7,Senegal,1.482158745,0.08612865,-0.93682838,0.007095612
ALL,saint louis,0.716641278,0.037519541,ALL,0.307172142,0.022289283,2017,7,Senegal,0.927861743,0.034138011,-0.813373252,0.010969273
ALL,salemata,0.713421329,0.039071094,ALL,0.417490903,0.035709733,2017,7,Senegal,0.912059077,0.03652004,-0.333082047,0.02156124
ALL,saraya,0.710437707,0.020093205,ALL,0.487179507,0.049938072,2017,7,Senegal,0.89751082,0.009540309,-0.051293217,0.039953495
ALL,sedhiou,0.861430398,0.006686566,ALL,0.299066381,0.012848641,2017,7,Senegal,1.827221518,0.003137834,-0.85174763,0.003756863
ALL,tambacounda,0.65140475,0.028027994,ALL,0.312011247,0.020721158,2017,7,Senegal,0.625219679,0.015234887,-0.790733256,0.009318047
ALL,thies,0.670892664,0.036140898,ALL,0.417042458,0.01918204,2017,7,Senegal,0.712225215,0.026792711,-0.334926324,0.006225227
ALL,tivaoune,0.866762521,0.016216442,ALL,0.345393373,0.01772422,2017,7,Senegal,1.872631939,0.019717783,-0.639350506,0.006145334
ALL,velingara,0.675478925,0.059955314,ALL,0.399662919,0.027434335,2017,7,Senegal,0.733071479,0.074807639,-0.406869808,0.013074071
ALL,ziguinchor,0.813597163,0.010299292,ALL,0.279480314,0.022988841,2017,7,Senegal,1.473555237,0.004612017,-0.947040879,0.013032868
public,bakel,0.733816313,0.017620136,ALL,0.274689876,0.06881083,2017,7,Senegal,1.01407212,0.008137311,-0.970956581,0.11928362
public,bambey,0.874074074,0.017354354,ALL,0.313500785,0.017601501,2017,7,Senegal,1.93747128,0.02485937,-0.783803218,0.006688705
public,bignona,0.780078214,0.017504212,ALL,0.325584168,0.014527003,2017,7,Senegal,1.266122223,0.010410517,-0.728225874,0.004376934
public,birkelane,0.722222222,0.067620069,ALL,0.367032967,0.094013759,2017,7,Senegal,0.955511445,0.113609467,-0.544966668,0.16376101
public,bounkiling,0.846756805,0.012523001,ALL,0.224450549,0.015389814,2017,7,Senegal,1.709387359,0.009314017,-1.239916333,0.007816394
public,dagana,0.666666667,0.016853053,ALL,0.342417064,0.021742679,2017,7,Senegal,0.693147181,0.005751515,-0.652541413,0.009324257
private,dakar,0.371656262,0.04383182,ALL,0.256296506,0.025746754,2017,7,Senegal,-0.525117969,0.035229098,-1.065307427,0.018245676
public,dakar,0.735704968,0.052699048,ALL,0.426812648,0.019427148,2017,7,Senegal,1.023763155,0.073454797,-0.294867475,0.006305947
private,diourbel,0.808278865,0.020058749,ALL,0.292314007,0.034704041,2017,7,Senegal,1.438865234,0.016755032,-0.88417189,0.0281436
public,diourbel,0.831151388,0.015758707,ALL,0.318877903,0.017846874,2017,7,Senegal,1.593809428,0.012609152,-0.758933303,0.006751893
private,fatick,0.845678951,0.050923386,ALL,0.315842491,0.065577038,2017,7,Senegal,1.701104629,0.152255563,-0.772944525,0.092098017
public,fatick,0.864944196,0.013125862,ALL,0.297035732,0.012784769,2017,7,Senegal,1.856976935,0.012625628,-0.861453622,0.003748883
private,foundiougne,0.481481481,0,ALL,NA,NA,2017,7,Senegal,-0.074107972,NA,NA,NA
public,foundiougne,0.836571928,0.017624406,ALL,0.301468267,0.014130029,2017,7,Senegal,1.632939537,0.01661763,-0.840315847,0.00450226
public,gossas,0.87037037,0.013453392,ALL,0.273626374,0.029765242,2017,7,Senegal,1.904237453,0.014218272,-0.976300943,0.022427599
public,goudiry,0.709270092,0.039437399,ALL,0.458375164,0.04868414,2017,7,Senegal,0.891841717,0.036577483,-0.166885592,0.038453485
public,goudomp,0.851851852,0.011269821,ALL,0.303124744,0.020534347,2017,7,Senegal,1.749199855,0.007974684,-0.832462003,0.009449502
