mga,department,readiness,se.readiness,factype,process_quality,se.process_quality,year,recode,country,logit_readiness,var_logit_readiness,logit_process_quality,var_logit_process_quality
ALL,matam,0.701528496,0.023663103,clinic,0.386430147,0.024820145,2013,6,Senegal,0.854587054,0.01277165,-0.462342998,0.010958185
ALL,matam,0.796551487,0.075600961,health center,0.425026475,0.027712877,2013,6,Senegal,1.364878803,0.217629561,-0.302172534,0.01285984
ALL,matam,0.833282275,0.018518378,hospital,0.335513191,0.068578009,2013,6,Senegal,1.60907034,0.017768798,-0.683353756,0.094618883
ALL,mbacke,0.757805781,0.022389093,clinic,0.458710431,0.026588302,2013,6,Senegal,1.140687163,0.014880915,-0.165535241,0.011466864
ALL,mbacke,0.82018085,0.031217419,health center,0.395699858,0.032851459,2013,6,Senegal,1.517573243,0.044802562,-0.423415007,0.018874356
ALL,mbacke,0.712484226,0.099222372,hospital,0.402891696,0.024083736,2013,6,Senegal,0.907480046,0.23460937,-0.393430729,0.010022241
ALL,mbour,0.723134282,0.018725117,clinic,0.456020624,0.018830306,2013,6,Senegal,0.960062316,0.008747276,-0.176373297,0.005762102
ALL,mbour,0.719804985,0.084478368,health center,0.473037679,0.045361538,2013,6,Senegal,0.94349448,0.175444809,-0.107954003,0.033115014
ALL,mbour,0.563504928,0.09196456,hospital,0.461122708,0.030233046,2013,6,Senegal,0.255398992,0.139793465,-0.155823701,0.014803044
ALL,medina yoroufoula,0.695907684,0.057457625,clinic,0.391088363,0.028680092,2013,6,Senegal,0.827885688,0.073719297,-0.442739636,0.014504499
ALL,medina yoroufoula,0.703703704,0,health center,0.442857143,0.066496381,2013,6,Senegal,0.864997437,NA,-0.229574442,0.072633267
ALL,nioro du rip,0.725183912,0.031019146,clinic,0.45590787,0.040768224,2013,6,Senegal,0.970323192,0.024225851,-0.176827839,0.02701124
ALL,nioro du rip,0.851851852,0,health center,0.47047619,0.067504934,2013,6,Senegal,1.749199855,NA,-0.118232777,0.073421753
ALL,oussouye,0.699376525,0.022093117,clinic,0.336170557,0.027964811,2013,6,Senegal,0.844330693,0.011041958,-0.680406612,0.015703318
ALL,oussouye,0.56787853,0.101175127,health center,0.38625056,0.069437091,2013,6,Senegal,0.273200811,0.169990609,-0.463100488,0.085795118
ALL,pikine,0.613237573,0.029602901,clinic,0.302790823,0.013272768,2013,6,Senegal,0.460941796,0.015578387,-0.83404326,0.003952859
ALL,pikine,0.687104156,0.050682865,health center,0.428942,0.030009319,2013,6,Senegal,0.786615522,0.055574756,-0.286169069,0.015009101
ALL,pikine,0.64476832,0.053527462,hospital,0.407227022,0.031046418,2013,6,Senegal,0.596120863,0.054616334,-0.375440667,0.016541429
ALL,podor,0.752448213,0.014536987,clinic,0.423418951,0.032566337,2013,6,Senegal,1.111712371,0.006090647,-0.308753802,0.01779412
ALL,podor,0.851851852,7.03E-17,health center,0.414020497,0.036575651,2013,6,Senegal,1.749199855,NA,-0.347369327,0.022728753
ALL,podor,0.814814815,0,hospital,0.656190476,0.060972219,2013,6,Senegal,1.481604541,NA,0.646363313,0.073041276
ALL,ranerou,0.739021984,0.014566373,clinic,0.503196629,0.038659375,2013,6,Senegal,1.040891493,0.00570401,0.012786689,0.023914711
ALL,ranerou,0.703703704,0,health center,0.269230769,0.02794166,2013,6,Senegal,0.864997437,NA,-0.99852883,0.020169471
ALL,rufisque,0.6350969,0.036235954,clinic,0.347652301,0.022413541,2013,6,Senegal,0.554145748,0.024448054,-0.629374857,0.009767254
ALL,rufisque,0.776038948,0.106664163,health center,0.439542634,0.023285742,2013,6,Senegal,1.242730547,0.376638773,-0.243018455,0.008934968
ALL,rufisque,0.737923758,0.065290182,hospital,0.284400902,0.03170753,2013,6,Senegal,1.035205048,0.113977063,-0.922735222,0.024272992
ALL,saint louis,0.652848297,0.037623131,clinic,0.452455968,0.027742722,2013,6,Senegal,0.631582915,0.027557939,-0.190752431,0.012540285
ALL,saint louis,0.925925926,0,health center,0.351648352,0.04199443,2013,6,Senegal,2.525728644,NA,-0.611801541,0.033926961
ALL,saint louis,0.601736813,0.029543959,hospital,0.333846154,0.087498662,2013,6,Senegal,0.4127071,0.015197911,-0.690840374,0.154796446
ALL,salemata,0.696308922,0.023315543,clinic,0.38611592,0.03489985,2013,6,Senegal,0.82978242,0.012156906,-0.463668482,0.021678986
ALL,salemata,0.814814815,0,health center,0.458451073,0.029577358,2013,6,Senegal,1.481604541,NA,-0.166579843,0.014192449
ALL,saraya,0.659747572,0.041868879,clinic,0.486451215,0.028287594,2013,6,Senegal,0.662169517,0.034787611,-0.05420841,0.012821831
ALL,saraya,0.814814815,1.11E-16,health center,0.563044363,0.021434364,2013,6,Senegal,1.481604541,NA,0.25352675,0.007590341
ALL,sedhiou,0.710691223,0.023825458,clinic,0.364087257,0.015514028,2013,6,Senegal,0.898743499,0.01342757,-0.5576678,0.004489967
ALL,sedhiou,0.851851852,1.11E-16,health center,0.342857143,0.032001855,2013,6,Senegal,1.749199855,NA,-0.650587566,0.020174572
ALL,sedhiou,0.870421428,0.018518378,hospital,0.441228062,0.030297022,2013,6,Senegal,1.904690067,0.026957546,-0.236179517,0.015100957
ALL,tambacounda,0.615957153,0.037236349,clinic,0.34322011,0.018612596,2013,6,Senegal,0.472423279,0.024778431,-0.648976977,0.006817557
ALL,tambacounda,0.756321337,0.061185596,health center,0.324646112,0.018870265,2013,6,Senegal,1.132615932,0.110217532,-0.732501129,0.007407519
ALL,tambacounda,0.778084126,0.111110266,hospital,0.522750521,0.04644166,2013,6,Senegal,1.254536284,0.414074541,0.091064964,0.034652582
ALL,thies,0.658075266,0.025643115,clinic,0.393058781,0.014992917,2013,6,Senegal,0.654728673,0.012987615,-0.434472777,0.003949699
ALL,thies,0.693776827,0.07377191,health center,0.327211797,0.031897719,2013,6,Senegal,0.817836173,0.120577525,-0.720822915,0.020994455
ALL,thies,0.686801272,0.08401005,hospital,0.451534836,0.036429262,2013,6,Senegal,0.785207078,0.152531775,-0.194471239,0.02163815
ALL,tivaoune,0.680227893,0.016061408,clinic,0.404233415,0.01633585,2013,6,Senegal,0.754819302,0.005452268,-0.387856485,0.004601154
ALL,tivaoune,0.851851852,0,health center,0.432028833,0.036299612,2013,6,Senegal,1.749199855,NA,-0.273578326,0.021883961
ALL,tivaoune,0.888888889,0,hospital,0.287912088,0.067808333,2013,6,Senegal,2.079441542,NA,-0.905546193,0.109390374
ALL,velingara,0.644014484,0.038323415,clinic,0.380970197,0.021686642,2013,6,Senegal,0.592831171,0.027942965,-0.485432268,0.008456283
ALL,velingara,0.411637378,0.104263134,health center,0.289543791,0.020003403,2013,6,Senegal,-0.357200651,0.185328321,-0.89760076,0.009455938
ALL,ziguinchor,0.698963148,0.029034057,clinic,0.348969439,0.022136421,2013,6,Senegal,0.842365333,0.019040028,-0.623572237,0.009493739
ALL,ziguinchor,0.58561775,0.08432924,health center,0.335814675,0.015205705,2013,6,Senegal,0.345878416,0.120760699,-0.682001768,0.00464767
ALL,ziguinchor,0.777777778,0,hospital,0.482637363,0.031813266,2013,6,Senegal,1.252762968,NA,-0.069478485,0.016232466
ALL,bambey,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,foundiougne,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,birkelane,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,koungheul,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,guinguineo,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,saraya,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,medina yoroufoula,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,velingara,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,kebemer,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,kanel,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,dagana,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,bounkiling,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,goudomp,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,bakel,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,goudiry,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,koumpentoum,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,bignona,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,oussouye,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,malem hodar,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,gossas,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,nioro du rip,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,salemata,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,ranerou,NA,NA,hospital,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,kaffrine,NA,NA,health center,NA,NA,2013,6,Senegal,NA,NA,NA,NA
ALL,ALL,0.692191405,0.004434912,ALL,0.4394256,0.009793999,2015,6,Senegal,0.810384371,4.33E-04,-0.243493553,0.001580822
private,ALL,0.57378266,0.015216308,ALL,0.411296952,0.009793999,2015,6,Senegal,0.297301281,0.003871342,-0.358606427,0.001636125
public,ALL,0.722354799,0.003984197,ALL,0.444619226,0.004078764,2015,6,Senegal,0.956172384,3.95E-04,-0.222435715,2.73E-04
ALL,ALL,0.689966444,0.004864135,clinic,0.439197623,0.004317979,2015,6,Senegal,0.799962429,5.17E-04,-0.244419096,3.07E-04
ALL,ALL,0.735788942,0.012238504,health center,0.437290266,0.008104164,2015,6,Senegal,1.024195068,0.00396322,-0.252166727,0.001084696
ALL,ALL,0.658599876,0.017565414,hospital,0.448926967,0.012927284,2015,6,Senegal,0.657061009,0.006103039,-0.20500713,0.002730517
ALL,bakel,0.716302092,0.025989906,ALL,0.495291818,0.030322426,2015,6,Senegal,0.926192025,0.01635704,-0.018833287,0.014713802
ALL,bambey,0.732673158,0.026273753,ALL,0.281598843,0.021602559,2015,6,Senegal,1.00822767,0.017994448,-0.936544613,0.011402882
ALL,bignona,0.75913038,0.017872688,ALL,0.46960614,0.018987394,2015,6,Senegal,1.147917748,0.009553949,-0.121725521,0.005811205
ALL,birkelane,0.675757183,0.019117176,ALL,0.387323231,0.029085504,2015,6,Senegal,0.734341147,0.007612466,-0.458577938,0.015022537
ALL,bounkiling,0.720019964,0.015964412,ALL,0.526282867,0.019579375,2015,6,Senegal,0.94456064,0.006271373,0.10522846,0.006167668
ALL,dagana,0.700787364,0.025807596,ALL,0.427421478,0.031568913,2015,6,Senegal,0.85105003,0.015148259,-0.292379287,0.016639355
ALL,dakar,0.589140913,0.019312834,ALL,0.407721297,0.01198749,2015,6,Senegal,0.360415095,0.006366018,-0.373393462,0.002464209
ALL,diourbel,0.625272423,0.0417792,ALL,0.352763655,0.024905933,2015,6,Senegal,0.51198813,0.031794382,-0.606913222,0.011899047
ALL,fatick,0.76566447,0.024066111,ALL,0.592377686,0.016653349,2015,6,Senegal,1.183990069,0.017991135,0.373803371,0.004756526
ALL,foundiougne,0.751522259,0.023121403,ALL,0.539546482,0.017127625,2015,6,Senegal,1.106747558,0.015330972,0.158517026,0.004752969
ALL,gossas,0.714222189,0.039299343,ALL,0.442034292,0.028317199,2015,6,Senegal,0.91597948,0.037072076,-0.232910044,0.013181767
ALL,goudiry,0.731330692,0.030356484,ALL,0.516581873,0.030117763,2015,6,Senegal,1.001384454,0.023869275,0.066351824,0.014545251
ALL,goudomp,0.748439837,0.044008735,ALL,0.518983733,0.018515868,2015,6,Senegal,1.090308644,0.05463617,0.075971451,0.005501247
ALL,guediawaye,0.714560312,0.052140778,ALL,0.510779915,0.027165807,2015,6,Senegal,0.91763665,0.065350441,0.043126345,0.011818681
ALL,guinguineo,0.670665673,0.027219233,ALL,0.402995264,0.044632232,2015,6,Senegal,0.711197333,0.015186776,-0.393000237,0.034414525
ALL,kaffrine,0.711291362,0.018077955,ALL,0.398625201,0.022592791,2015,6,Senegal,0.901664129,0.007749683,-0.411196735,0.008882185
ALL,kanel,0.698233244,0.026879435,ALL,0.296739174,0.016204731,2015,6,Senegal,0.838898818,0.016274079,-0.862874291,0.006029774
ALL,kaolack,0.633901347,0.019002693,ALL,0.396417228,0.015967925,2015,6,Senegal,0.548990498,0.006704875,-0.42041592,0.004453672
ALL,kebemer,0.777716992,0.026701788,ALL,0.474270459,0.027093222,2015,6,Senegal,1.252411315,0.023857502,-0.103009151,0.011807131
ALL,kedougou,0.711185378,0.021805873,ALL,0.346978655,0.025632419,2015,6,Senegal,0.901148089,0.011270494,-0.632346549,0.012797316
ALL,kolda,0.6445037,0.038200331,ALL,0.383176329,0.018184346,2015,6,Senegal,0.59496572,0.02779798,-0.476087928,0.005919377
ALL,koumpentoum,0.721842217,0.029057272,ALL,0.456878059,0.032406988,2015,6,Senegal,0.953618062,0.020943183,-0.172917339,0.01705619
ALL,koungheul,0.688929745,0.026021523,ALL,0.369750707,0.021698019,2015,6,Senegal,0.795120513,0.014743431,-0.533286432,0.008669567
ALL,linguere,0.810800548,0.018522058,ALL,0.553447375,0.048288047,2015,6,Senegal,1.455220327,0.014578426,0.214609418,0.0381752
ALL,louga,0.734994162,0.017755391,ALL,0.497775943,0.023338771,2015,6,Senegal,1.0201107,0.008309633,-0.008896287,0.008715516
ALL,malem hodar,0.680645798,0.033617153,ALL,0.381795794,0.024673817,2015,6,Senegal,0.756741211,0.023918518,-0.481932937,0.010928146
ALL,matam,0.724205779,0.019443712,ALL,0.345958791,0.014990105,2015,6,Senegal,0.965420568,0.009476851,-0.636850694,0.004388846
ALL,mbacke,0.705094128,0.01683549,ALL,0.379183949,0.013072642,2015,6,Senegal,0.87167508,0.006555268,-0.493013381,0.003083905
ALL,mbour,0.67623633,0.024724004,ALL,0.352131519,0.018736704,2015,6,Senegal,0.736528779,0.012752178,-0.609682974,0.006745325
ALL,medina yoroufoula,0.664788409,0.031832716,ALL,0.406976355,0.029662588,2015,6,Senegal,0.68470686,0.020405275,-0.376479182,0.015105521
ALL,nioro du rip,0.686591914,0.020860984,ALL,0.444343106,0.035012194,2015,6,Senegal,0.784233974,0.009398355,-0.223553983,0.020108902
ALL,oussouye,0.765837552,0.020134687,ALL,0.56477083,0.024886516,2015,6,Senegal,1.184954977,0.012606135,0.260547318,0.010250563
ALL,pikine,0.689672772,0.024363081,ALL,0.535998302,0.016773402,2015,6,Senegal,0.798589926,0.012958016,0.144242783,0.004548585
ALL,podor,0.705811791,0.014594391,ALL,0.343633889,0.016327727,2015,6,Senegal,0.87512889,0.00494019,-0.647141916,0.005240433
ALL,ranerou,0.713627914,0.026575439,ALL,0.412926464,0.040480131,2015,6,Senegal,0.913069732,0.016910478,-0.351880564,0.027883891
ALL,rufisque,0.750889497,0.021596139,ALL,0.456429239,0.019163891,2015,6,Senegal,1.103361917,0.013329568,-0.174726214,0.005966344
ALL,saint louis,0.658375394,0.026747179,ALL,0.355728766,0.022039824,2015,6,Senegal,0.656062784,0.014141989,-0.593951262,0.00924785
ALL,salemata,0.715589126,0.013142645,ALL,0.479493436,0.037842615,2015,6,Senegal,0.922686226,0.004170093,-0.082072293,0.022990294
ALL,saraya,0.669580204,0.039059171,ALL,0.54619161,0.059735379,2015,6,Senegal,0.706287002,0.031167985,0.185294787,0.058080207
ALL,sedhiou,0.784713368,0.024497354,ALL,0.526092729,0.014541056,2015,6,Senegal,1.293348203,0.021027232,0.104465816,0.003401579
ALL,tambacounda,0.68920667,0.02968279,ALL,0.451238511,0.0236239,2015,6,Senegal,0.796413025,0.019202913,-0.195667851,0.009101724
ALL,thies,0.640931316,0.026780771,ALL,0.398236327,0.018187483,2015,6,Senegal,0.57940861,0.013541541,-0.412819181,0.005759854
ALL,tivaoune,0.74001905,0.02517311,ALL,0.475560407,0.018404207,2015,6,Senegal,1.046067572,0.017120044,-0.097836339,0.005445427
ALL,velingara,0.651611735,0.04605366,ALL,0.396640814,0.027704731,2015,6,Senegal,0.626131323,0.041155081,-0.419481566,0.013401741
ALL,ziguinchor,0.686636639,0.029514438,ALL,0.56782489,0.025282455,2015,6,Senegal,0.78444183,0.018815625,0.272982227,0.01061427
private,bakel,0.46292632,0.013094519,ALL,NA,NA,2015,6,Senegal,-0.148567385,0.00277388,NA,NA
public,bakel,0.751053558,0.015021911,ALL,0.495291818,0.030322426,2015,6,Senegal,1.104239182,0.006455007,-0.018833287,0.014713802
private,bambey,0.725646447,0.100340615,ALL,0.214355034,0.030714394,2015,6,Senegal,0.972645297,0.254028355,-1.298871315,0.033263188
public,bambey,0.734182851,0.023523814,ALL,0.305980872,0.025473606,2015,6,Senegal,1.015949453,0.014529176,-0.818976933,0.014389623
private,bignona,0.814814815,0,ALL,0.480769231,0.014423077,2015,6,Senegal,1.481604541,NA,-0.076961041,0.003338272
public,bignona,0.755751218,0.018631751,ALL,0.469219935,0.019634441,2015,6,Senegal,1.129524943,0.010187904,-0.123276142,0.006215198
public,birkelane,0.675757183,0.019117176,ALL,0.387323231,0.029085504,2015,6,Senegal,0.734341147,0.007612466,-0.458577938,0.015022537
public,bounkiling,0.720019964,0.015964412,ALL,0.526282867,0.019579375,2015,6,Senegal,0.94456064,0.006271373,0.10522846,0.006167668
public,dagana,0.700787364,0.025807596,ALL,0.427421478,0.031568913,2015,6,Senegal,0.85105003,0.015148259,-0.292379287,0.016639355
private,dakar,0.506022203,0.022948533,ALL,0.455279463,0.022540838,2015,6,Senegal,0.024089976,0.008428608,-0.179361453,0.008261074
public,dakar,0.733653893,0.02323498,ALL,0.386436327,0.013781599,2015,6,Senegal,1.013240766,0.014138699,-0.462316932,0.003378501
private,diourbel,0.465289349,0.063530432,ALL,0.191648352,0.028523036,2015,6,Senegal,-0.139066293,0.065204825,-1.439334981,0.033898514
public,diourbel,0.693722559,0.042639553,ALL,0.379876819,0.026453261,2015,6,Senegal,0.81758075,0.040273895,-0.490071097,0.012610053
private,fatick,0.805954765,0.039211178,ALL,0.531030248,0.033251967,2015,6,Senegal,1.423936315,0.062862621,0.124280713,0.017828159
public,fatick,0.75962828,0.026929794,ALL,0.60048909,0.01826134,2015,6,Senegal,1.150642649,0.021751894,0.4075034,0.005794257
public,foundiougne,0.751522259,0.023121403,ALL,0.539546482,0.017127625,2015,6,Senegal,1.106747558,0.015330972,0.158517026,0.004752969
private,gossas,0.703703704,0,ALL,0.304322344,0.05110076,2015,6,Senegal,0.864997437,NA,-0.826798932,0.058260061
public,gossas,0.716259612,0.046909749,ALL,0.468976061,0.03043752,2015,6,Senegal,0.925982997,0.053277395,-0.124255379,0.01493788
public,goudiry,0.731330692,0.030356484,ALL,0.516581873,0.030117763,2015,6,Senegal,1.001384454,0.023869275,0.066351824,0.014545251
private,goudomp,0.768646822,0.061202513,ALL,0.467852667,0.029524101,2015,6,Senegal,1.200686142,0.118449683,-0.128766959,0.014062786
public,goudomp,0.74060608,0.05624889,ALL,0.53927466,0.022603819,2015,6,Senegal,1.049121045,0.085730188,0.157422939,0.008276742
private,guediawaye,0.53013662,0.051972677,ALL,0.466769611,0.012851933,2015,6,Senegal,0.120692777,0.04353428,-0.133117783,0.002666257
public,guediawaye,0.793155737,0.046783238,ALL,0.523742118,0.034391666,2015,6,Senegal,1.344053434,0.081316122,0.095039946,0.019010217
private,guinguineo,0.62962963,0,ALL,0.22967033,0.05655374,2015,6,Senegal,0.530628251,NA,-1.210173635,0.102178523
public,guinguineo,0.677011695,0.03075453,ALL,0.538237238,0.031838733,2015,6,Senegal,0.740072433,0.019781183,0.153248167,0.016410668
private,kaffrine,0.648148148,0.045360921,ALL,0.313919414,0.034201737,2015,6,Senegal,0.610909082,0.039563571,-0.781858784,0.025217946
public,kaffrine,0.720762992,0.01901548,ALL,0.407033611,0.024466727,2015,6,Senegal,0.94824945,0.00892655,-0.376241954,0.010276164
public,kanel,0.698233244,0.026879435,ALL,0.296739174,0.016204731,2015,6,Senegal,0.838898818,0.016274079,-0.862874291,0.006029774
private,kaolack,0.463465434,0.050658045,ALL,0.385401925,0.033457397,2015,6,Senegal,-0.146399183,0.041501782,-0.466681768,0.019951435
public,kaolack,0.692999657,0.013584726,ALL,0.399089723,0.018067054,2015,6,Senegal,0.814180641,0.004077162,-0.409259374,0.005675633
public,kebemer,0.777716992,0.026701788,ALL,0.474270459,0.027093222,2015,6,Senegal,1.252411315,0.023857502,-0.103009151,0.011807131
private,kedougou,0.677751793,0.06344759,ALL,0.428571429,0,2015,6,Senegal,0.743459054,0.084393286,-0.287682072,NA
public,kedougou,0.71811454,0.02223279,ALL,0.346149151,0.025872299,2015,6,Senegal,0.935128267,0.012062994,-0.636009511,0.013067308
private,kolda,0.50760851,0.049439691,ALL,0.290384915,0.032588399,2015,6,Senegal,0.030436389,0.039126647,-0.893515352,0.02501107
public,kolda,0.709329917,0.046533537,ALL,0.394106678,0.019667639,2015,6,Senegal,0.892131859,0.050937181,-0.430082304,0.00678398
private,koumpentoum,0.666666667,0.058560697,ALL,0.328205128,0.033016055,2015,6,Senegal,0.693147181,0.069444444,-0.71631424,0.022422615
public,koumpentoum,0.750813238,0.022220983,ALL,0.517457581,0.040035505,2015,6,Senegal,1.102954275,0.014106289,0.06985872,0.025708108
private,koungheul,0.740740741,0,ALL,0.25,0.080992387,2015,6,Senegal,1.049822124,NA,-1.098612289,0.186588921
public,koungheul,0.678883705,0.030226324,ALL,0.375595896,0.022033164,2015,6,Senegal,0.748646494,0.019224507,-0.50828394,0.008826338
public,linguere,0.810800548,0.018522058,ALL,0.553447375,0.048288047,2015,6,Senegal,1.455220327,0.014578426,0.214609418,0.0381752
private,louga,0.640577265,0.084033197,ALL,0.462443489,0.081324763,2015,6,Senegal,0.577870514,0.133213317,-0.150509526,0.107023714
public,louga,0.747375466,0.016692574,ALL,0.498279801,0.023648215,2015,6,Senegal,1.08466336,0.007816601,-0.006880823,0.008948021
public,malem hodar,0.680645798,0.033617153,ALL,0.381795794,0.024673817,2015,6,Senegal,0.756741211,0.023918518,-0.481932937,0.010928146
public,matam,0.724205779,0.019443712,ALL,0.345958791,0.014990105,2015,6,Senegal,0.965420568,0.009476851,-0.636850694,0.004388846
private,mbacke,0.686868691,0.020778163,ALL,0.318496378,0.012160455,2015,6,Senegal,0.785520519,0.009332841,-0.760690464,0.003138733
public,mbacke,0.706466039,0.017975532,ALL,0.382189283,0.013538216,2015,6,Senegal,0.878281789,0.00751388,-0.480266136,0.003287419
private,mbour,0.574044152,0.071451608,ALL,0.353664804,0.032621257,2015,6,Senegal,0.298370617,0.085389457,-0.602968664,0.020365829
public,mbour,0.692986646,0.025263192,ALL,0.351985746,0.020285077,2015,6,Senegal,0.814119482,0.014099775,-0.610322011,0.007909227
public,medina yoroufoula,0.664788409,0.031832716,ALL,0.406976355,0.029662588,2015,6,Senegal,0.68470686,0.020405275,-0.376479182,0.015105521
public,nioro du rip,0.686591914,0.020860984,ALL,0.444343106,0.035012194,2015,6,Senegal,0.784233974,0.009398355,-0.223553983,0.020108902
private,oussouye,0.792866934,0.032963897,ALL,0.434065934,0.041669811,2015,6,Senegal,1.34229399,0.040288177,-0.265281136,0.028773983
public,oussouye,0.754154139,0.024085315,ALL,0.593738178,0.024990992,2015,6,Senegal,1.120892019,0.016875577,0.379440612,0.010734085
private,pikine,0.650912072,0.058928931,ALL,0.605247604,0.016003177,2015,6,Senegal,0.623050732,0.067257825,0.427378913,0.004486387
public,pikine,0.707035779,0.021668297,ALL,0.512513648,0.021393043,2015,6,Senegal,0.881030783,0.010943031,0.050065048,0.007331779
public,podor,0.705811791,0.014594391,ALL,0.343633889,0.016327727,2015,6,Senegal,0.87512889,0.00494019,-0.647141916,0.005240433
public,ranerou,0.713627914,0.026575439,ALL,0.412926464,0.040480131,2015,6,Senegal,0.913069732,0.016910478,-0.351880564,0.027883891
private,rufisque,0.654264696,0.041175712,ALL,0.365578854,0.023764636,2015,6,Senegal,0.637838537,0.033135063,-0.551231001,0.010498926
public,rufisque,0.759451125,0.022735839,ALL,0.460937627,0.020023965,2015,6,Senegal,1.14967268,0.015488725,-0.156568548,0.006494381
private,saint louis,0.436781727,0.061242372,ALL,0.347435897,0.067365665,2015,6,Senegal,-0.254233661,0.061975724,-0.630329196,0.088283891
public,saint louis,0.754951384,0.022114224,ALL,0.35698673,0.023241622,2015,6,Senegal,1.125196732,0.01428897,-0.588466753,0.010251534
private,salemata,0.703703704,0,ALL,0.384249084,0.036174479,2015,6,Senegal,0.864997437,NA,-0.471551525,0.023375923
public,salemata,0.719676908,0.017442551,ALL,0.539405144,0.047993387,2015,6,Senegal,0.942859536,0.007475274,0.15794813,0.037315946
private,saraya,0.568015161,0.09442817,ALL,0.285714286,0,2015,6,Senegal,0.273757619,0.148097008,-0.916290732,NA
public,saraya,0.714339671,0.029151943,ALL,0.57289359,0.056056507,2015,6,Senegal,0.916555132,0.020409182,0.293666809,0.052484607
public,sedhiou,0.784713368,0.024497354,ALL,0.526092729,0.014541056,2015,6,Senegal,1.293348203,0.021027232,0.104465816,0.003401579
private,tambacounda,0.573744292,0.131761053,ALL,0.285714286,0.053571429,2015,6,Senegal,0.297144391,0.290266519,-0.916290732,0.06890625
public,tambacounda,0.709164416,0.023388018,ALL,0.46131313,0.023907025,2015,6,Senegal,0.891329292,0.012858724,-0.155057404,0.009255218
private,thies,0.552816052,0.061445999,ALL,0.360115419,0.025882311,2015,6,Senegal,0.212055284,0.061780799,-0.574863229,0.012615933
public,thies,0.69348293,0.017601854,ALL,0.445640226,0.02470249,2015,6,Senegal,0.816453179,0.006857028,-0.218301929,0.009998372
private,tivaoune,0.867319578,0.01330564,ALL,0.426700814,0.025153564,2015,6,Senegal,1.877464114,0.01336902,-0.295324624,0.010572787
public,tivaoune,0.716168995,0.02458362,ALL,0.48821777,0.022186056,2015,6,Senegal,0.925537159,0.014626518,-0.047137647,0.007884291
private,velingara,0.518518519,0.19801253,ALL,0.506959707,0.084096438,2015,6,Senegal,0.074107972,0.629068047,0.027840626,0.113199234
public,velingara,0.683459244,0.022541069,ALL,0.380606705,0.028642915,2015,6,Senegal,0.769715021,0.010855867,-0.486973872,0.014762114
private,ziguinchor,0.607663112,0.088072496,ALL,0.424921248,0.049171685,2015,6,Senegal,0.437499759,0.136469807,-0.302603137,0.040491013
public,ziguinchor,0.713997244,0.023592682,ALL,0.58392073,0.026917361,2015,6,Senegal,0.914877657,0.013348151,0.338889441,0.012274534
private,matam,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,sedhiou,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,foundiougne,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,birkelane,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,medina yoroufoula,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,kebemer,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,linguere,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,kanel,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,dagana,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
private,podor,NA,NA,ALL,NA,NA,2015,6,Senegal,NA,NA,NA,NA
